Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"76281","CVE-2014-3480","10.0","Critical","10.23.51.67","tcp","80","PHP 5.4.x < 5.4.30 Multiple Vulnerabilities","The remote web server is running a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP 5.4.x installed on the
remote host is a version prior to 5.4.30. It is, therefore, affected
by the following vulnerabilities :

  - Boundary checking errors exist related to the
    Fileinfo extension, Composite Document Format (CDF)
    handling and the functions 'cdf_read_short_sector',
    'cdf_check_stream_offset', 'cdf_count_chain', and
    'cdf_read_property_info'. (CVE-2014-0207, CVE-2014-3479,
    CVE-2014-3480, CVE-2014-3487)

  - A pascal string size handling error exists related to
    the Fileinfo extension and the function 'mconvert'.
    (CVE-2014-3478)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - A type-confusion error exists related to the function
    'php_print_info' that could allow disclosure of
    sensitive information. (CVE-2014-4721)

  - An out-of-bounds read error exists in the
    timelib_meridian_with_check() function due to a failure
    to properly check string ends. A remote attacker can
    exploit this to cause a denial of service condition or
    to disclose memory contents. (VulnDB 130082)

  - An out-of-bounds read error exists in the
    date_parse_from_format() function due to a failure
    in the date parsing routines to properly check string
    ends. A remote attacker can exploit this to cause a
    denial of service condition or to disclose memory
    contents. (VulnDB 130083)

  - An error exists related to unserialization and
    'SplFileObject' handling that could allow denial of
    service attacks. (Bug #67072)

  - A double free error exists related to the Intl
    extension and the method 'Locale::parseLocale' having
    unspecified impact. (Bug #67349)

  - A buffer overflow error exists related to the Intl
    extension and the functions 'locale_get_display_name'
    and 'uloc_getDisplayName' having unspecified impact.
    (Bug #67397)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.","Upgrade to PHP version 5.4.30 or later.","http://www.php.net/ChangeLog-5.php#5.4.30
https://bugs.php.net/bug.php?id=67072
https://bugs.php.net/bug.php?id=67326
https://bugs.php.net/bug.php?id=67349
https://bugs.php.net/bug.php?id=67390
https://bugs.php.net/bug.php?id=67397
https://bugs.php.net/bug.php?id=67410
https://bugs.php.net/bug.php?id=67411
https://bugs.php.net/bug.php?id=67412
https://bugs.php.net/bug.php?id=67413
https://bugs.php.net/bug.php?id=67432
https://bugs.php.net/bug.php?id=67492
https://bugs.php.net/bug.php?id=67498
https://bugs.php.net/bug.php?id=67253
https://bugs.php.net/bug.php?id=67251
http://seclists.org/oss-sec/2014/q3/29
https://www.sektioneins.de/en/blog/14-07-04-phpinfo-infoleak.html","
  Version source    : http://10.23.51.67/info.php
  Installed version : 5.4.16
  Fixed version     : 5.4.30
"
"76281","CVE-2014-3487","10.0","Critical","10.23.51.67","tcp","80","PHP 5.4.x < 5.4.30 Multiple Vulnerabilities","The remote web server is running a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP 5.4.x installed on the
remote host is a version prior to 5.4.30. It is, therefore, affected
by the following vulnerabilities :

  - Boundary checking errors exist related to the
    Fileinfo extension, Composite Document Format (CDF)
    handling and the functions 'cdf_read_short_sector',
    'cdf_check_stream_offset', 'cdf_count_chain', and
    'cdf_read_property_info'. (CVE-2014-0207, CVE-2014-3479,
    CVE-2014-3480, CVE-2014-3487)

  - A pascal string size handling error exists related to
    the Fileinfo extension and the function 'mconvert'.
    (CVE-2014-3478)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - A type-confusion error exists related to the function
    'php_print_info' that could allow disclosure of
    sensitive information. (CVE-2014-4721)

  - An out-of-bounds read error exists in the
    timelib_meridian_with_check() function due to a failure
    to properly check string ends. A remote attacker can
    exploit this to cause a denial of service condition or
    to disclose memory contents. (VulnDB 130082)

  - An out-of-bounds read error exists in the
    date_parse_from_format() function due to a failure
    in the date parsing routines to properly check string
    ends. A remote attacker can exploit this to cause a
    denial of service condition or to disclose memory
    contents. (VulnDB 130083)

  - An error exists related to unserialization and
    'SplFileObject' handling that could allow denial of
    service attacks. (Bug #67072)

  - A double free error exists related to the Intl
    extension and the method 'Locale::parseLocale' having
    unspecified impact. (Bug #67349)

  - A buffer overflow error exists related to the Intl
    extension and the functions 'locale_get_display_name'
    and 'uloc_getDisplayName' having unspecified impact.
    (Bug #67397)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.","Upgrade to PHP version 5.4.30 or later.","http://www.php.net/ChangeLog-5.php#5.4.30
https://bugs.php.net/bug.php?id=67072
https://bugs.php.net/bug.php?id=67326
https://bugs.php.net/bug.php?id=67349
https://bugs.php.net/bug.php?id=67390
https://bugs.php.net/bug.php?id=67397
https://bugs.php.net/bug.php?id=67410
https://bugs.php.net/bug.php?id=67411
https://bugs.php.net/bug.php?id=67412
https://bugs.php.net/bug.php?id=67413
https://bugs.php.net/bug.php?id=67432
https://bugs.php.net/bug.php?id=67492
https://bugs.php.net/bug.php?id=67498
https://bugs.php.net/bug.php?id=67253
https://bugs.php.net/bug.php?id=67251
http://seclists.org/oss-sec/2014/q3/29
https://www.sektioneins.de/en/blog/14-07-04-phpinfo-infoleak.html","
  Version source    : http://10.23.51.67/info.php
  Installed version : 5.4.16
  Fixed version     : 5.4.30
"
"76281","CVE-2014-3515","10.0","Critical","10.23.51.67","tcp","80","PHP 5.4.x < 5.4.30 Multiple Vulnerabilities","The remote web server is running a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP 5.4.x installed on the
remote host is a version prior to 5.4.30. It is, therefore, affected
by the following vulnerabilities :

  - Boundary checking errors exist related to the
    Fileinfo extension, Composite Document Format (CDF)
    handling and the functions 'cdf_read_short_sector',
    'cdf_check_stream_offset', 'cdf_count_chain', and
    'cdf_read_property_info'. (CVE-2014-0207, CVE-2014-3479,
    CVE-2014-3480, CVE-2014-3487)

  - A pascal string size handling error exists related to
    the Fileinfo extension and the function 'mconvert'.
    (CVE-2014-3478)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - A type-confusion error exists related to the function
    'php_print_info' that could allow disclosure of
    sensitive information. (CVE-2014-4721)

  - An out-of-bounds read error exists in the
    timelib_meridian_with_check() function due to a failure
    to properly check string ends. A remote attacker can
    exploit this to cause a denial of service condition or
    to disclose memory contents. (VulnDB 130082)

  - An out-of-bounds read error exists in the
    date_parse_from_format() function due to a failure
    in the date parsing routines to properly check string
    ends. A remote attacker can exploit this to cause a
    denial of service condition or to disclose memory
    contents. (VulnDB 130083)

  - An error exists related to unserialization and
    'SplFileObject' handling that could allow denial of
    service attacks. (Bug #67072)

  - A double free error exists related to the Intl
    extension and the method 'Locale::parseLocale' having
    unspecified impact. (Bug #67349)

  - A buffer overflow error exists related to the Intl
    extension and the functions 'locale_get_display_name'
    and 'uloc_getDisplayName' having unspecified impact.
    (Bug #67397)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.","Upgrade to PHP version 5.4.30 or later.","http://www.php.net/ChangeLog-5.php#5.4.30
https://bugs.php.net/bug.php?id=67072
https://bugs.php.net/bug.php?id=67326
https://bugs.php.net/bug.php?id=67349
https://bugs.php.net/bug.php?id=67390
https://bugs.php.net/bug.php?id=67397
https://bugs.php.net/bug.php?id=67410
https://bugs.php.net/bug.php?id=67411
https://bugs.php.net/bug.php?id=67412
https://bugs.php.net/bug.php?id=67413
https://bugs.php.net/bug.php?id=67432
https://bugs.php.net/bug.php?id=67492
https://bugs.php.net/bug.php?id=67498
https://bugs.php.net/bug.php?id=67253
https://bugs.php.net/bug.php?id=67251
http://seclists.org/oss-sec/2014/q3/29
https://www.sektioneins.de/en/blog/14-07-04-phpinfo-infoleak.html","
  Version source    : http://10.23.51.67/info.php
  Installed version : 5.4.16
  Fixed version     : 5.4.30
"
"76281","CVE-2014-3981","10.0","Critical","10.23.51.67","tcp","80","PHP 5.4.x < 5.4.30 Multiple Vulnerabilities","The remote web server is running a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP 5.4.x installed on the
remote host is a version prior to 5.4.30. It is, therefore, affected
by the following vulnerabilities :

  - Boundary checking errors exist related to the
    Fileinfo extension, Composite Document Format (CDF)
    handling and the functions 'cdf_read_short_sector',
    'cdf_check_stream_offset', 'cdf_count_chain', and
    'cdf_read_property_info'. (CVE-2014-0207, CVE-2014-3479,
    CVE-2014-3480, CVE-2014-3487)

  - A pascal string size handling error exists related to
    the Fileinfo extension and the function 'mconvert'.
    (CVE-2014-3478)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - A type-confusion error exists related to the function
    'php_print_info' that could allow disclosure of
    sensitive information. (CVE-2014-4721)

  - An out-of-bounds read error exists in the
    timelib_meridian_with_check() function due to a failure
    to properly check string ends. A remote attacker can
    exploit this to cause a denial of service condition or
    to disclose memory contents. (VulnDB 130082)

  - An out-of-bounds read error exists in the
    date_parse_from_format() function due to a failure
    in the date parsing routines to properly check string
    ends. A remote attacker can exploit this to cause a
    denial of service condition or to disclose memory
    contents. (VulnDB 130083)

  - An error exists related to unserialization and
    'SplFileObject' handling that could allow denial of
    service attacks. (Bug #67072)

  - A double free error exists related to the Intl
    extension and the method 'Locale::parseLocale' having
    unspecified impact. (Bug #67349)

  - A buffer overflow error exists related to the Intl
    extension and the functions 'locale_get_display_name'
    and 'uloc_getDisplayName' having unspecified impact.
    (Bug #67397)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.","Upgrade to PHP version 5.4.30 or later.","http://www.php.net/ChangeLog-5.php#5.4.30
https://bugs.php.net/bug.php?id=67072
https://bugs.php.net/bug.php?id=67326
https://bugs.php.net/bug.php?id=67349
https://bugs.php.net/bug.php?id=67390
https://bugs.php.net/bug.php?id=67397
https://bugs.php.net/bug.php?id=67410
https://bugs.php.net/bug.php?id=67411
https://bugs.php.net/bug.php?id=67412
https://bugs.php.net/bug.php?id=67413
https://bugs.php.net/bug.php?id=67432
https://bugs.php.net/bug.php?id=67492
https://bugs.php.net/bug.php?id=67498
https://bugs.php.net/bug.php?id=67253
https://bugs.php.net/bug.php?id=67251
http://seclists.org/oss-sec/2014/q3/29
https://www.sektioneins.de/en/blog/14-07-04-phpinfo-infoleak.html","
  Version source    : http://10.23.51.67/info.php
  Installed version : 5.4.16
  Fixed version     : 5.4.30
"
"76281","CVE-2014-4049","10.0","Critical","10.23.51.67","tcp","80","PHP 5.4.x < 5.4.30 Multiple Vulnerabilities","The remote web server is running a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP 5.4.x installed on the
remote host is a version prior to 5.4.30. It is, therefore, affected
by the following vulnerabilities :

  - Boundary checking errors exist related to the
    Fileinfo extension, Composite Document Format (CDF)
    handling and the functions 'cdf_read_short_sector',
    'cdf_check_stream_offset', 'cdf_count_chain', and
    'cdf_read_property_info'. (CVE-2014-0207, CVE-2014-3479,
    CVE-2014-3480, CVE-2014-3487)

  - A pascal string size handling error exists related to
    the Fileinfo extension and the function 'mconvert'.
    (CVE-2014-3478)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - A type-confusion error exists related to the function
    'php_print_info' that could allow disclosure of
    sensitive information. (CVE-2014-4721)

  - An out-of-bounds read error exists in the
    timelib_meridian_with_check() function due to a failure
    to properly check string ends. A remote attacker can
    exploit this to cause a denial of service condition or
    to disclose memory contents. (VulnDB 130082)

  - An out-of-bounds read error exists in the
    date_parse_from_format() function due to a failure
    in the date parsing routines to properly check string
    ends. A remote attacker can exploit this to cause a
    denial of service condition or to disclose memory
    contents. (VulnDB 130083)

  - An error exists related to unserialization and
    'SplFileObject' handling that could allow denial of
    service attacks. (Bug #67072)

  - A double free error exists related to the Intl
    extension and the method 'Locale::parseLocale' having
    unspecified impact. (Bug #67349)

  - A buffer overflow error exists related to the Intl
    extension and the functions 'locale_get_display_name'
    and 'uloc_getDisplayName' having unspecified impact.
    (Bug #67397)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.","Upgrade to PHP version 5.4.30 or later.","http://www.php.net/ChangeLog-5.php#5.4.30
https://bugs.php.net/bug.php?id=67072
https://bugs.php.net/bug.php?id=67326
https://bugs.php.net/bug.php?id=67349
https://bugs.php.net/bug.php?id=67390
https://bugs.php.net/bug.php?id=67397
https://bugs.php.net/bug.php?id=67410
https://bugs.php.net/bug.php?id=67411
https://bugs.php.net/bug.php?id=67412
https://bugs.php.net/bug.php?id=67413
https://bugs.php.net/bug.php?id=67432
https://bugs.php.net/bug.php?id=67492
https://bugs.php.net/bug.php?id=67498
https://bugs.php.net/bug.php?id=67253
https://bugs.php.net/bug.php?id=67251
http://seclists.org/oss-sec/2014/q3/29
https://www.sektioneins.de/en/blog/14-07-04-phpinfo-infoleak.html","
  Version source    : http://10.23.51.67/info.php
  Installed version : 5.4.16
  Fixed version     : 5.4.30
"
"76281","CVE-2014-4721","10.0","Critical","10.23.51.67","tcp","80","PHP 5.4.x < 5.4.30 Multiple Vulnerabilities","The remote web server is running a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP 5.4.x installed on the
remote host is a version prior to 5.4.30. It is, therefore, affected
by the following vulnerabilities :

  - Boundary checking errors exist related to the
    Fileinfo extension, Composite Document Format (CDF)
    handling and the functions 'cdf_read_short_sector',
    'cdf_check_stream_offset', 'cdf_count_chain', and
    'cdf_read_property_info'. (CVE-2014-0207, CVE-2014-3479,
    CVE-2014-3480, CVE-2014-3487)

  - A pascal string size handling error exists related to
    the Fileinfo extension and the function 'mconvert'.
    (CVE-2014-3478)

  - A type-confusion error exists related to the Standard
    PHP Library (SPL) extension and the function
    'unserialize'. (CVE-2014-3515)

  - An error exists related to configuration scripts and
    temporary file handling that could allow insecure file
    usage. (CVE-2014-3981)

  - A heap-based buffer overflow error exists related to the
    function 'dns_get_record' that could allow execution of
    arbitrary code. (CVE-2014-4049)

  - A type-confusion error exists related to the function
    'php_print_info' that could allow disclosure of
    sensitive information. (CVE-2014-4721)

  - An out-of-bounds read error exists in the
    timelib_meridian_with_check() function due to a failure
    to properly check string ends. A remote attacker can
    exploit this to cause a denial of service condition or
    to disclose memory contents. (VulnDB 130082)

  - An out-of-bounds read error exists in the
    date_parse_from_format() function due to a failure
    in the date parsing routines to properly check string
    ends. A remote attacker can exploit this to cause a
    denial of service condition or to disclose memory
    contents. (VulnDB 130083)

  - An error exists related to unserialization and
    'SplFileObject' handling that could allow denial of
    service attacks. (Bug #67072)

  - A double free error exists related to the Intl
    extension and the method 'Locale::parseLocale' having
    unspecified impact. (Bug #67349)

  - A buffer overflow error exists related to the Intl
    extension and the functions 'locale_get_display_name'
    and 'uloc_getDisplayName' having unspecified impact.
    (Bug #67397)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.","Upgrade to PHP version 5.4.30 or later.","http://www.php.net/ChangeLog-5.php#5.4.30
https://bugs.php.net/bug.php?id=67072
https://bugs.php.net/bug.php?id=67326
https://bugs.php.net/bug.php?id=67349
https://bugs.php.net/bug.php?id=67390
https://bugs.php.net/bug.php?id=67397
https://bugs.php.net/bug.php?id=67410
https://bugs.php.net/bug.php?id=67411
https://bugs.php.net/bug.php?id=67412
https://bugs.php.net/bug.php?id=67413
https://bugs.php.net/bug.php?id=67432
https://bugs.php.net/bug.php?id=67492
https://bugs.php.net/bug.php?id=67498
https://bugs.php.net/bug.php?id=67253
https://bugs.php.net/bug.php?id=67251
http://seclists.org/oss-sec/2014/q3/29
https://www.sektioneins.de/en/blog/14-07-04-phpinfo-infoleak.html","
  Version source    : http://10.23.51.67/info.php
  Installed version : 5.4.16
  Fixed version     : 5.4.30
"
"76791","","2.6","Low","10.23.51.67","tcp","80","PHP 5.4.x < 5.4.31 CLI Server 'header' DoS","The remote web server uses a version of PHP that is affected by a
denial of service vulnerability.","According to its banner, the version of PHP 5.4.x in use on the remote
web server is a version prior to 5.4.31. It is, therefore, affected by
a denial of service vulnerability that affects the built-in command
line development server.

The function 'sapi_cli_server_send_headers' in the file
'sapi/cli/php_cli_server.c' contains an error that does not properly
handle an empty 'header' parameter and could allow denial of service
attacks.

Note that this issue affects only the built-in command line
development server.

Further note that Nessus has not attempted to exploit this issue, but
has instead relied only on the application's self-reported version
number.","Upgrade to PHP version 5.4.31 or later.","http://www.php.net/ChangeLog-5.php#5.4.31
https://bugs.php.net/bug.php?id=66830","
  Version source    : http://10.23.51.67/info.php
  Installed version : 5.4.16
  Fixed version     : 5.4.31
"
"77402","CVE-2014-2497","7.5","High","10.23.51.67","tcp","80","PHP 5.4.x < 5.4.32 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the remote web server is running a version of
PHP 5.4.x prior to 5.4.32. It is, therefore, affected by the following
vulnerabilities :

  - LibGD contains a NULL pointer dereference flaw in its
    'gdImageCreateFromXpm' function in the 'gdxpm.c' file.
    By using a specially crafted color mapping, a remote
    attacker could cause a denial of service.
    (CVE-2014-2497)

  - The original upstream patch for CVE-2013-7345 did not
    provide a complete solution. It is, therefore, still
    possible for a remote attacker to deploy a specially
    crafted input file to cause excessive resources to be
    used when trying to detect the file type using awk
    regular expression rules. This can cause a denial of
    service. (CVE-2014-3538)

  - An integer overflow flaw exists in the 'cdf.c' file. By
    using a specially crafted CDF file, a remote attacker
    could cause a denial of service. (CVE-2014-3587)

  - There are multiple buffer overflow flaws in the 'dns.c'
    file related to the 'dns_get_record' and 'dn_expand'
    functions. By using a specially crafted DNS record,
    a remote attacker could exploit these to cause a denial
    of service or execute arbitrary code. (CVE-2014-3597)

  - A flaw exists in the 'spl_dllist.c' file that may lead
    to a use-after-free condition in the SPL component when
    iterating over an object. An attacker could utilize this
    to cause a denial of service. (CVE-2014-4670)

  - A flaw exists in the 'spl_array.c' file that may lead to
    a use-after-free condition in the SPL component when
    handling the modification of objects while sorting. An
    attacker could utilize this to cause a denial of
    service. (CVE-2014-4698)

  - There exist multiple flaws in the GD component within
    the 'gd_ctx.c' file where user-supplied input is not
    properly validated to ensure that pathnames lack %00
    sequences. By using specially crafted input, a remote
    attacker could overwrite arbitrary files.
    (CVE-2014-5120)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.","Upgrade to PHP version 5.4.32 or later.","http://www.php.net/ChangeLog-5.php#5.4.32
https://bugs.php.net/bug.php?id=67730
https://bugs.php.net/bug.php?id=67538
https://bugs.php.net/bug.php?id=67539
https://bugs.php.net/bug.php?id=67717
https://bugs.php.net/bug.php?id=67705
https://bugs.php.net/bug.php?id=67716
https://bugs.php.net/bug.php?id=66901
https://bugs.php.net/bug.php?id=67715","
  Version source    : http://10.23.51.67/info.php
  Installed version : 5.4.16
  Fixed version     : 5.4.32
"
"77402","CVE-2014-3538","7.5","High","10.23.51.67","tcp","80","PHP 5.4.x < 5.4.32 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the remote web server is running a version of
PHP 5.4.x prior to 5.4.32. It is, therefore, affected by the following
vulnerabilities :

  - LibGD contains a NULL pointer dereference flaw in its
    'gdImageCreateFromXpm' function in the 'gdxpm.c' file.
    By using a specially crafted color mapping, a remote
    attacker could cause a denial of service.
    (CVE-2014-2497)

  - The original upstream patch for CVE-2013-7345 did not
    provide a complete solution. It is, therefore, still
    possible for a remote attacker to deploy a specially
    crafted input file to cause excessive resources to be
    used when trying to detect the file type using awk
    regular expression rules. This can cause a denial of
    service. (CVE-2014-3538)

  - An integer overflow flaw exists in the 'cdf.c' file. By
    using a specially crafted CDF file, a remote attacker
    could cause a denial of service. (CVE-2014-3587)

  - There are multiple buffer overflow flaws in the 'dns.c'
    file related to the 'dns_get_record' and 'dn_expand'
    functions. By using a specially crafted DNS record,
    a remote attacker could exploit these to cause a denial
    of service or execute arbitrary code. (CVE-2014-3597)

  - A flaw exists in the 'spl_dllist.c' file that may lead
    to a use-after-free condition in the SPL component when
    iterating over an object. An attacker could utilize this
    to cause a denial of service. (CVE-2014-4670)

  - A flaw exists in the 'spl_array.c' file that may lead to
    a use-after-free condition in the SPL component when
    handling the modification of objects while sorting. An
    attacker could utilize this to cause a denial of
    service. (CVE-2014-4698)

  - There exist multiple flaws in the GD component within
    the 'gd_ctx.c' file where user-supplied input is not
    properly validated to ensure that pathnames lack %00
    sequences. By using specially crafted input, a remote
    attacker could overwrite arbitrary files.
    (CVE-2014-5120)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.","Upgrade to PHP version 5.4.32 or later.","http://www.php.net/ChangeLog-5.php#5.4.32
https://bugs.php.net/bug.php?id=67730
https://bugs.php.net/bug.php?id=67538
https://bugs.php.net/bug.php?id=67539
https://bugs.php.net/bug.php?id=67717
https://bugs.php.net/bug.php?id=67705
https://bugs.php.net/bug.php?id=67716
https://bugs.php.net/bug.php?id=66901
https://bugs.php.net/bug.php?id=67715","
  Version source    : http://10.23.51.67/info.php
  Installed version : 5.4.16
  Fixed version     : 5.4.32
"
"77402","CVE-2014-3587","7.5","High","10.23.51.67","tcp","80","PHP 5.4.x < 5.4.32 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the remote web server is running a version of
PHP 5.4.x prior to 5.4.32. It is, therefore, affected by the following
vulnerabilities :

  - LibGD contains a NULL pointer dereference flaw in its
    'gdImageCreateFromXpm' function in the 'gdxpm.c' file.
    By using a specially crafted color mapping, a remote
    attacker could cause a denial of service.
    (CVE-2014-2497)

  - The original upstream patch for CVE-2013-7345 did not
    provide a complete solution. It is, therefore, still
    possible for a remote attacker to deploy a specially
    crafted input file to cause excessive resources to be
    used when trying to detect the file type using awk
    regular expression rules. This can cause a denial of
    service. (CVE-2014-3538)

  - An integer overflow flaw exists in the 'cdf.c' file. By
    using a specially crafted CDF file, a remote attacker
    could cause a denial of service. (CVE-2014-3587)

  - There are multiple buffer overflow flaws in the 'dns.c'
    file related to the 'dns_get_record' and 'dn_expand'
    functions. By using a specially crafted DNS record,
    a remote attacker could exploit these to cause a denial
    of service or execute arbitrary code. (CVE-2014-3597)

  - A flaw exists in the 'spl_dllist.c' file that may lead
    to a use-after-free condition in the SPL component when
    iterating over an object. An attacker could utilize this
    to cause a denial of service. (CVE-2014-4670)

  - A flaw exists in the 'spl_array.c' file that may lead to
    a use-after-free condition in the SPL component when
    handling the modification of objects while sorting. An
    attacker could utilize this to cause a denial of
    service. (CVE-2014-4698)

  - There exist multiple flaws in the GD component within
    the 'gd_ctx.c' file where user-supplied input is not
    properly validated to ensure that pathnames lack %00
    sequences. By using specially crafted input, a remote
    attacker could overwrite arbitrary files.
    (CVE-2014-5120)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.","Upgrade to PHP version 5.4.32 or later.","http://www.php.net/ChangeLog-5.php#5.4.32
https://bugs.php.net/bug.php?id=67730
https://bugs.php.net/bug.php?id=67538
https://bugs.php.net/bug.php?id=67539
https://bugs.php.net/bug.php?id=67717
https://bugs.php.net/bug.php?id=67705
https://bugs.php.net/bug.php?id=67716
https://bugs.php.net/bug.php?id=66901
https://bugs.php.net/bug.php?id=67715","
  Version source    : http://10.23.51.67/info.php
  Installed version : 5.4.16
  Fixed version     : 5.4.32
"
"77402","CVE-2014-3597","7.5","High","10.23.51.67","tcp","80","PHP 5.4.x < 5.4.32 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the remote web server is running a version of
PHP 5.4.x prior to 5.4.32. It is, therefore, affected by the following
vulnerabilities :

  - LibGD contains a NULL pointer dereference flaw in its
    'gdImageCreateFromXpm' function in the 'gdxpm.c' file.
    By using a specially crafted color mapping, a remote
    attacker could cause a denial of service.
    (CVE-2014-2497)

  - The original upstream patch for CVE-2013-7345 did not
    provide a complete solution. It is, therefore, still
    possible for a remote attacker to deploy a specially
    crafted input file to cause excessive resources to be
    used when trying to detect the file type using awk
    regular expression rules. This can cause a denial of
    service. (CVE-2014-3538)

  - An integer overflow flaw exists in the 'cdf.c' file. By
    using a specially crafted CDF file, a remote attacker
    could cause a denial of service. (CVE-2014-3587)

  - There are multiple buffer overflow flaws in the 'dns.c'
    file related to the 'dns_get_record' and 'dn_expand'
    functions. By using a specially crafted DNS record,
    a remote attacker could exploit these to cause a denial
    of service or execute arbitrary code. (CVE-2014-3597)

  - A flaw exists in the 'spl_dllist.c' file that may lead
    to a use-after-free condition in the SPL component when
    iterating over an object. An attacker could utilize this
    to cause a denial of service. (CVE-2014-4670)

  - A flaw exists in the 'spl_array.c' file that may lead to
    a use-after-free condition in the SPL component when
    handling the modification of objects while sorting. An
    attacker could utilize this to cause a denial of
    service. (CVE-2014-4698)

  - There exist multiple flaws in the GD component within
    the 'gd_ctx.c' file where user-supplied input is not
    properly validated to ensure that pathnames lack %00
    sequences. By using specially crafted input, a remote
    attacker could overwrite arbitrary files.
    (CVE-2014-5120)

Note that Nessus has not attempted to exploit these issues, but has
instead relied only on the application's self-reported version number.","Upgrade to PHP version 5.4.32 or later.","http://www.php.net/ChangeLog-5.php#5.4.32
https://bugs.php.net/bug.php?id=67730
https://bugs.php.net/bug.php?id=67538
https://bugs.php.net/bug.php?id=67539
https://bugs.php.net/bug.php?id=67717
https://bugs.php.net/bug.php?id=67705
https://bugs.php.net/bug.php?id=67716
https://bugs.php.net/bug.php?id=66901
https://bugs.php.net/bug.php?id=67715","
  Version source    : http://10.23.51.67/info.php
  Installed version : 5.4.16
  Fixed version     : 5.4.32
"
